Timestamp,Game Time,Platform,Platform Key,Home Team,Home Odds (Decimal),Home Probability (%),Away Team,Away Odds (Decimal),Away Probability (%),Last Update,Best Home Odds,Best Away Odds
2025-10-06 20:30:14,2025-10-12T17:01:00Z,BetOnline.ag,betonlineag,Carolina Panthers,2.57,38.91,Dallas Cowboys,1.56,64.10,2025-10-06T14:59:26Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,LowVig.ag,lowvig,Carolina Panthers,2.57,38.91,Dallas Cowboys,1.56,64.10,2025-10-06T14:59:45Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,BetRivers,betrivers,Carolina Panthers,2.4,41.67,Dallas Cowboys,1.54,64.94,2025-10-06T14:59:37Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,betPARX,betparx,Carolina Panthers,2.43,41.15,Dallas Cowboys,1.54,64.94,2025-10-06T15:00:14Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,Bally Bet,ballybet,Carolina Panthers,2.43,41.15,Dallas Cowboys,1.54,64.94,2025-10-06T14:59:56Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,Bovada,bovada,Carolina Panthers,2.6,38.46,Dallas Cowboys,1.54,64.94,2025-10-06T15:00:02Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,Fliff,fliff,Carolina Panthers,2.6,38.46,Dallas Cowboys,1.48,67.57,2025-10-06T14:59:54Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,BetMGM,betmgm,Carolina Panthers,2.55,39.22,Dallas Cowboys,1.53,65.36,2025-10-06T14:59:27Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,Hard Rock Bet,hardrockbet,Carolina Panthers,2.55,39.22,Dallas Cowboys,1.53,65.36,2025-10-06T15:00:05Z,,
2025-10-06 20:30:14,2025-10-12T17:01:00Z,BetAnything,betanysports,Carolina Panthers,2.6,38.46,Dallas Cowboys,1.54,64.94,2025-10-06T15:00:04Z,,
---,---,---,---,---,0.0,---,---,0.0,---,---,---,---
